customer_id,name,phone,address,area,customer_type,first_purchase_date
708,Radha Sunder,9820990117,"H.No. 67
Dalal Road",Mau Bazar,retail,
709,Anjali Gole,9587972689,"01/824
Pandya Circle",Sikandarpur,painter,
710,Yug Bhalla,9490084550,"H.No. 584
Dugar Zila",Civil Lines,contractor,
711,Charan Mall,9481327572,"338, Samra Nagar",Kotwali,retail,
712,Bhavini Bakshi,9501461715,,Rasra Road,retail,
713,Qadim Mital,9982442542,"79/754, Sidhu Chowk",Sikta Mohalla,retail,
714,Rayaan Sekhon,9310369078,"843
Ravi Chowk",Dubhar,retail,
715,Zashil Sanghvi,9985358270,"95/71
Gupta Path",Sikta Mohalla,retail,
716,Abdul Srinivasan,9149929379,"04/26, Narang Ganj",Sikandarpur,contractor,
717,Michael Tailor,9583725630,"13
Krishnan Street",Bansdih,retail,
718,Oscar Chaudhari,963561317,,Dubhar,retail,
719,Wridesh Dalal,9618544245,"64, Dewan Street",Rasra Road,painter,
720,Rajata Vora,9286455552,"H.No. 891
Peri Road",Dubhar,contractor,
721,Anmol Mani,9750860170,"39/777
Mammen Path",Dubhar,contractor,
722,Caleb Dugar,9753901994,"01, Raju Nagar",Kotwali,retail,
723,Lopa Badal,9468141835,"H.No. 375, Nori Nagar",Rasra Road,retail,
724,Naveen Jha,9746955700,"37/781, Kunda Chowk",Kotwali,retail,
725,Falan Pandey,9688202182,"027, Venkatesh Marg",Bansdih,painter,
726,Devika Edwin,9315703009,"156
Cheema Marg",Gai Ghat,contractor,
727,Urishilla Mall,9242455183,"H.No. 788, Bora Marg",Rasra Road,painter,
728,Aradhana Roy,9845511804,"H.No. 81
Dutta Marg",Gai Ghat,retail,
729,Yachana Wali,9725783470,"H.No. 85
Banik Ganj",Dubhar,contractor,
730,Oeshi Raghavan,9673273772,"H.No. 277
Saran Nagar",Mau Bazar,contractor,
731,Rohan Mutti,9127135757,,Mau Bazar,retail,
732,Lavanya Pau,9905505027,"927
Naidu Zila",Kotwali,retail,
733,Omisha Mukherjee,9166607238,"674
Sibal Road",Bansdih,retail,
734,Yachana Gour,9974053994,"26/832, Gopal Chowk",Bansdih,retail,
735,Mahika Kaur,9897159606,"74/53, Malhotra Road",Bansdih,painter,
736,Arin Aggarwal,9957728325,"256
Garg Ganj",Mau Bazar,contractor,
737,Balhaar Patil,9946228305,"H.No. 32
Vohra Road",Bansdih,retail,
738,Shaurya Mann,9898509546,"H.No. 35, Khare",Reoti,retail,
739,Hiral Raju,9780525215,"402
Karan",Sikandarpur,painter,
740,Joshua Sood,9747881832,"695
Mistry Path",Civil Lines,retail,
741,Christopher Borah,9290509600,,Rasra Road,retail,
742,Hiral Dutta,9228155179,"86/96, Sibal Ganj",Bansdih,contractor,
743,Om Srinivasan,9272796036,"H.No. 492, Pradhan Road",Gai Ghat,retail,
744,Bachittar Subramanian,92662213,"16
Sane Circle",Sikandarpur,retail,
745,Amrita Rajagopal,9423362525,"H.No. 64, Dube Nagar",Gai Ghat,painter,
746,Ekapad Prabhakar,9859867290,"73, Koshy Street",Rasra Road,retail,
747,Qushi Bhatti,9944238354,"46/20, Das Ganj",Bansdih,retail,
748,Manya Samra,9475168561,"27/99
Dugar Nagar",Gai Ghat,retail,
749,Wriddhish Kapur,9415223070,"373, Khurana Zila",Bansdih,retail,
750,Kamala Loke,9702728525,"731
Dada Circle",Mau Bazar,retail,
751,Kashvi Patla,9471522500,"H.No. 278, Badal Nagar",Sikandarpur,retail,
752,Varenya Kalita,9361807423,"12/041
Deol Street",Gai Ghat,painter,
753,Forum Nazareth,9954920307,"75/285, Gill Zila",Bansdih,retail,
754,Chatura Sachdeva,9126527569,"29
Raja Marg",Gai Ghat,contractor,
755,Pooja Bhagat,9646250686,,Civil Lines,retail,
756,Lila Dora,9188417749,"02/15, Dass Street",Bansdih,retail,
757,Yashica Shan,9773164268,"H.No. 43, Mishra Street",Civil Lines,retail,
758,Wishi Lalla,9555491430,"29
Goda Street",Dubhar,painter,
759,Jack Ramesh,9177438788,"51/96, Bhat Zila",Reoti,contractor,
760,Manya Chanda,9140680121,,Kotwali,contractor,
761,Triveni Bawa,9344432632,"590, Raman Zila",Reoti,contractor,
762,Kamala Sarma,9564957091,"403, Nadkarni Ganj",Sikta Mohalla,contractor,
763,Vritti Shere,9788722430,,Sikandarpur,retail,
764,Neelima Apte,9177942327,"H.No. 92
Karan Zila",Kotwali,retail,
765,Onveer Borah,9423572858,"357
Nath Street",Reoti,contractor,
766,Jeevika Karnik,9982747173,"H.No. 02
Krishnamurthy",Bansdih,retail,
767,Aadi Hayer,9901820909,"45
Naidu Path",Bansdih,retail,
768,Mekhala Srinivas,9780801356,"H.No. 12
Nair Nagar",Gai Ghat,retail,
769,Shaurya Lala,9111972445,"39, Salvi Circle",Sikta Mohalla,painter,
770,Zehaan Bala,9714951911,"46/402, Swamy Circle",Sikta Mohalla,retail,
771,Chaman Buch,9903477338,"68/032
Lad Chowk",Civil Lines,retail,
772,Saumya Nagi,9793563667,"17
Sengupta Circle",Rasra Road,retail,
773,Yochana Mandal,9996304234,"H.No. 824, Suri Circle",Sikandarpur,retail,
774,Radhika Brar,9906425007,"117, Sharaf Nagar",Reoti,painter,
775,Urvi Palla,9172330209,"93/33, Sem Nagar",Sikandarpur,retail,
776,Vasatika Gill,9455248480,"H.No. 52, Nath Ganj",Civil Lines,retail,
777,Tripti Dasgupta,9765200007,"774
Issac Street",Reoti,retail,
778,Wyatt Sandal,9761792646,"05/36
Randhawa Street",Rasra Road,retail,
779,Hamsini Anne,9491371841,"65/166, Mammen Street",Rasra Road,contractor,
780,Ekalinga Jayaraman,9364328543,"478, Devan Circle",Dubhar,retail,
781,Tara Venkatesh,9485995156,"H.No. 326
Sarraf Zila",Reoti,retail,
782,Quincy Saini,9485195859,"67/902
Mallick Circle",Sikta Mohalla,retail,
783,Mason Subramanian,9751361501,"59/06, Mital Path",Rasra Road,retail,
784,Maanav Krishnamurthy,9310917183,"H.No. 593, Viswanathan Nagar",Sikta Mohalla,painter,
785,Dakshesh Virk,9120004122,"98/35
Raju Chowk",Sikandarpur,contractor,
786,Chaitanya Ravi,9925922483,"32/16, Pal Nagar",Bansdih,contractor,
787,Chaaya Dey,9679473892,"51/170
Cheema Marg",Gai Ghat,retail,
788,Isha Murty,9929084214,"H.No. 99
Narasimhan Path",Rasra Road,retail,
789,Wazir Nazareth,9197231642,"88/143, Mangal Circle",Civil Lines,retail,
790,Ucchal Kari,9966015789,"02
Chopra Ganj",Bansdih,painter,
791,Kalpit Radhakrishnan,9270963770,"93/55, Shah Road",Rasra Road,retail,
792,Xavier Narayanan,9619157832,,Reoti,contractor,
793,Janani Chaudhuri,9383851293,,Civil Lines,retail,
794,Vincent Pall,9949824193,"H.No. 44, Varty Circle",Reoti,retail,
795,Aashi Chowdhury,9142847338,"87
Shah Zila",Bansdih,painter,
796,Fitan Lanka,9393663355,"15/41, Setty Road",Bansdih,contractor,
797,Fiyaz Bhasin,9504435133,"81/867
Chaudry Nagar",Sikta Mohalla,contractor,
798,Nitesh Narain,9504079950,"H.No. 91, Srinivasan Ganj",Dubhar,retail,
799,Fiyaz Hayre,9470475638,"33
Natarajan Nagar",Sikandarpur,retail,
800,Girik Batra,9249216081,"73
More Road",Bansdih,retail,
801,Aryan Pal,9327114760,"531
Raja Road",Sikandarpur,contractor,
802,Sneha Agate,9227056105,"65/965
Ganesan Road",Gai Ghat,contractor,
803,Shaurya Ratti,9617024564,"40/707
Sur Zila",Sikandarpur,contractor,
804,Urmi Khanna,9994818854,"14
Chandra Chowk",Rasra Road,retail,
805,Saksham Viswanathan,9273011097,"608, Batta",Sikandarpur,contractor,
806,Neelima Chakrabarti,9278607682,"H.No. 49
Srinivas Nagar",Dubhar,retail,
807,Sneha Sengupta,9705165937,"44
Pai Chowk",Kotwali,contractor,
808,Matthew Joshi,9332565413,"H.No. 491, Ravi",Reoti,painter,
809,Nathan Shere,9991596102,"88
Sami Chowk",Sikandarpur,retail,
810,Pranav Thaman,9295296618,"505
Ahluwalia Road",Rasra Road,painter,
811,Gautami Devan,9467940478,"H.No. 69
Padmanabhan Circle",Sikta Mohalla,contractor,
812,Banjeet Vohra,9513886549,,Bansdih,retail,
813,Qadim Dugar,9641551915,"97/46, Master Street",Sikandarpur,painter,
814,Yashawini Chokshi,9610960640,"H.No. 066, Handa Chowk",Bansdih,retail,
815,Theodore Shankar,9200061963,"59, Dewan Street",Sikandarpur,contractor,
816,Vedant Sharma,9101288710,"82
Sangha Road",Dubhar,retail,
817,Hredhaan Kapadia,9497689759,"230, Sawhney Street",Dubhar,retail,
818,Priya Edwin,9961463274,"382, Acharya Road",Gai Ghat,retail,
819,Oeshi Viswanathan,9896065791,"205, Dara Circle",Sikandarpur,contractor,
820,Noah Naidu,9243755891,"H.No. 57, Handa Ganj",Sikta Mohalla,retail,
821,Chakradhar Radhakrishnan,9683826742,"58/342, Tella Marg",Mau Bazar,retail,
822,Amrita Sama,9226517500,"15/750
Banik Zila",Civil Lines,contractor,
823,Vedant Nanda,9439196880,"H.No. 73
Bhagat Nagar",Dubhar,contractor,
824,Saumya Goda,9372336071,"H.No. 70
Varughese Marg",Sikandarpur,contractor,
825,Harita Doctor,9395880875,"H.No. 252
Upadhyay Ganj",Civil Lines,retail,
826,Shravya Acharya,9941586401,"H.No. 54, Ghose Nagar",Bansdih,retail,
827,Orinder Atwal,9372491666,"121
Panchal Ganj",Dubhar,contractor,
828,Watika Agarwal,9807899575,"817
Thakur Street",Rasra Road,contractor,
829,Eta Gade,9645829727,"H.No. 21, Sule Chowk",Bansdih,retail,
830,Jack Yadav,9835045478,"943
Krishna Nagar",Mau Bazar,contractor,
831,Ishanvi Saran,9983963824,"87/584
Dave Nagar",Dubhar,painter,
832,Jagdish Kota,9382492880,"H.No. 58, Hari Street",Mau Bazar,retail,
833,Geetika Bath,9530189140,"12/538, Kaul Ganj",Sikandarpur,contractor,
834,Chavvi Dixit,9930655747,"H.No. 856
Raju Path",Reoti,retail,
835,Oviya Mittal,9805324063,"44
Sawhney Nagar",Civil Lines,retail,
836,Ronith Kaul,9743724233,"91/90, Hora Road",Sikandarpur,retail,
837,Jatin Hayer,9138720348,"221, Barad Path",Rasra Road,retail,
838,Abhiram Chaudry,9396284956,"105, Bhat Ganj",Dubhar,retail,
839,Omisha Deol,9315081636,"H.No. 876
Sahni Ganj",Sikta Mohalla,retail,
840,Simon Deep,9690120616,"37/32
Sachar",Sikandarpur,painter,
841,Jonathan Nigam,9975652436,"H.No. 01, Mammen Ganj",Civil Lines,retail,
842,William Shukla,9533744956,"91/69
Zachariah Zila",Dubhar,retail,
843,Xalak Pant,9177723844,"60/70, Jain Ganj",Sikta Mohalla,retail,
844,Gavin Kari,9376696166,"596
Pai Road",Sikandarpur,painter,
845,Michael Kanda,9575419205,"60/57
Yadav Zila",Civil Lines,retail,
846,Qushi Rana,9932792876,"85, Merchant",Sikandarpur,contractor,
847,Zilmil Som,9617511527,,Civil Lines,painter,
848,Krishna Yadav,9346885603,"90
Rau Ganj",Gai Ghat,contractor,
849,Priya Cheema,9110440194,"543, Kaul Road",Kotwali,retail,
850,Shravya Sarna,9823377624,"03/63, Balan",Bansdih,retail,
851,Nidra Malhotra,9611697526,"85/726
Sarin Ganj",Sikandarpur,painter,
852,Falak Batra,9901179178,"H.No. 67, Lal Zila",Reoti,retail,
853,Jagdish Ramanathan,9352180476,"49/667
Kurian Chowk",Civil Lines,contractor,
854,Mason Mutti,9996510519,"H.No. 29, Tak Path",Rasra Road,retail,
855,Balhaar Bose,9228718546,"H.No. 579, Agarwal Circle",Reoti,contractor,
856,Avi Tailor,9920600973,"H.No. 88
Grover Nagar",Reoti,contractor,
857,Finn Om,9438676325,"52/94
Sethi Circle",Sikandarpur,retail,
858,Harshil Sane,9626998235,"845
Varghese Road",Bansdih,painter,
859,Warda Kibe,9338470307,"440, Ghose Zila",Bansdih,retail,
860,Yug Khanna,9613592269,,Gai Ghat,contractor,
861,Pratyush Brahmbhatt,9836950507,"H.No. 792
Ray Ganj",Sikta Mohalla,retail,
862,Charita Saini,9593997037,,Civil Lines,contractor,
863,Vyanjana Chad,9208177158,"H.No. 44, Bora Street",Kotwali,retail,
864,Watika Pingle,9382232003,"H.No. 66
Kaur Circle",Sikandarpur,retail,
865,Aadhya Chokshi,9297475805,"69/421, Modi Nagar",Gai Ghat,retail,
866,Aayush Dixit,9530133026,"H.No. 763, Bhargava Path",Rasra Road,retail,
867,Lavanya Golla,9836599683,"H.No. 33
Yohannan Road",Kotwali,painter,
868,Udyati Desai,9696291839,"58/230
Cherian Path",Rasra Road,painter,
869,Gavin Mall,9893003451,"47
Tiwari Nagar",Rasra Road,painter,
870,Wakeeta Nazareth,9244387866,"H.No. 247
Warrior Chowk",Bansdih,retail,
871,Dakshesh Chaudhary,9422159250,"H.No. 080
Mani Road",Mau Bazar,contractor,
872,Yagnesh Gour,9841465088,"H.No. 03, Dasgupta Nagar",Kotwali,retail,
873,Urvashi Das,9776309403,"47, Agarwal Chowk",Kotwali,retail,
874,Reva Rajagopalan,9701671267,"834, Mani Circle",Gai Ghat,retail,
875,Yashasvi Magar,9230177767,"H.No. 079
Pall Road",Sikandarpur,retail,
876,Vyanjana Bhagat,9718361962,"H.No. 951, Bhakta Zila",Kotwali,retail,
877,Rushil Sampath,9822835305,"66/26, Oommen Road",Reoti,retail,
878,Darsh Balay,9509171868,"H.No. 975
Contractor",Rasra Road,painter,
879,Rushil Bose,9787818236,"72/63
Bhatt Nagar",Sikandarpur,painter,
880,Yahvi Prabhakar,9176605123,"611
Bhandari Circle",Gai Ghat,contractor,
881,Chandani Rege,9412841502,"64/811, Behl Road",Dubhar,retail,
882,Thomas Zacharia,9577706000,"33, Cheema Zila",Sikandarpur,retail,
883,Aayush Kaur,9583493761,"H.No. 383
Sule Street",Mau Bazar,retail,
884,Yadavi Dhaliwal,9351929030,"68/82, Sawhney Marg",Sikta Mohalla,retail,
885,Tarak Bala,9526324454,,Reoti,retail,
886,Sudiksha Dewan,9128309105,"20/16, Narayanan Circle",Sikta Mohalla,retail,
887,Chavvi Tank,9763682156,"H.No. 07
Varkey Ganj",Dubhar,retail,
888,Anya Mangat,9365639987,"H.No. 179
Natarajan Nagar",Rasra Road,retail,
889,Rohan Wable,928318893,"H.No. 788
Bora Path",Gai Ghat,retail,
890,Indali Mody,9601645174,"94
Dugar Ganj",Kotwali,painter,
891,Lavanya Gala,9245078524,"H.No. 00, Rana Path",Rasra Road,retail,
892,Avni Gandhi,9590209766,"65, Bhattacharyya Marg",Sikandarpur,contractor,
893,Siddharth Goda,9786688228,"24/50
Chhabra Path",Reoti,retail,
894,Unni Lad,9964048388,"25/697, Chokshi Circle",Dubhar,retail,
895,Nathaniel Kashyap,942595894,"87, Shenoy Chowk",Rasra Road,retail,
896,Banjeet Pandit,9603797467,"H.No. 73, Rai Street",Reoti,retail,
897,Mohammed Sandal,9612246868,"H.No. 89
Mammen Ganj",Kotwali,painter,
898,Luke Krish,99555224,"29/47
Kala Marg",Bansdih,contractor,
899,Yashawini Sridhar,9368323917,"H.No. 077
Bali Zila",Dubhar,retail,
900,Unnati Natt,9336859315,"789, Lala Circle",Civil Lines,painter,
901,Radha Tandon,9958949509,"78/126
Mander Path",Kotwali,retail,
902,Vedika Goel,9897711678,"40, Narayan Nagar",Civil Lines,retail,
903,Krishna Mital,9295858216,"H.No. 490
Kadakia Marg",Reoti,painter,
904,Omisha Agarwal,9392201792,"43
Nagar Street",Gai Ghat,contractor,
905,Owen Master,9153292024,,Sikta Mohalla,retail,
906,Ojasvi Rama,9234259822,"H.No. 31, Agarwal Ganj",Civil Lines,retail,
907,Umang Handa,9115810687,"79
Shah Road",Kotwali,retail,
908,Nakul Sachdeva,9635148365,"H.No. 99
Dhawan Circle",Mau Bazar,contractor,
909,Rachit Sachar,9905917946,,Dubhar,retail,
910,Jeremiah Wadhwa,9604816257,"687, Chokshi Circle",Kotwali,retail,
911,Nidhi Bhavsar,998932886,"54/009, Mane Path",Reoti,painter,
912,Unnati Sharma,9135981405,"H.No. 93, Prashad Circle",Sikta Mohalla,retail,
913,Krish Wadhwa,9323818407,"302
Mistry Circle",Kotwali,retail,
914,Nisha Banik,9270307732,,Bansdih,painter,
915,Dayamai Oommen,9371992483,"H.No. 227, Vohra Nagar",Gai Ghat,retail,
916,Gunbir More,9815858075,"04/23, Ben Marg",Dubhar,painter,
917,Samarth Sarma,9279701810,"H.No. 41
Grover Ganj",Dubhar,retail,
918,Eta Thaker,9145090037,"H.No. 00, Lalla Ganj",Sikandarpur,retail,
919,Ronith Ranganathan,9927636977,"92, Natt Road",Sikta Mohalla,retail,
920,Deepa Pingle,9463377959,"78/474
Bhattacharyya",Mau Bazar,contractor,
921,Aarav Doshi,9792107026,"37, Tripathi Road",Sikta Mohalla,retail,
922,Saanvi Devi,9349832483,"63/71
Manda",Gai Ghat,retail,
923,Vedika Chhabra,9571070826,,Dubhar,painter,
924,Saanvi Edwin,9244667571,,Reoti,retail,
925,Pavani Ahuja,9682756272,"16/195
Dutt Path",Rasra Road,contractor,
926,Samarth Chopra,9447549695,"28, Rama Chowk",Sikandarpur,retail,
927,Qasim Bhagat,9695411648,"H.No. 74, Desai Chowk",Reoti,painter,
928,Bimala Kale,9382769127,"47/80
Randhawa Zila",Bansdih,retail,
929,Indrajit Cheema,9299215925,"H.No. 56, Mittal Circle",Gai Ghat,retail,
930,Inaya Hora,9356395115,,Bansdih,contractor,
931,Frado Sangha,9303870775,"79/78
Bhattacharyya Street",Bansdih,painter,
932,Udarsh Bajwa,9404007541,"H.No. 108, Mani Ganj",Sikta Mohalla,retail,
933,Dhriti Bassi,9807478862,"H.No. 43, Shanker Zila",Rasra Road,retail,
934,Vrishti Verma,9133579936,"21/30
Manne Ganj",Sikta Mohalla,retail,
935,Ikshita Goyal,9789075603,"19/61, Bala Circle",Bansdih,retail,
936,Jagvi Atwal,9733830783,"67/876, Muni Road",Sikandarpur,contractor,
937,Noah Kumar,9324130818,"98
Rana Street",Sikta Mohalla,retail,
938,Kai Rout,9786031600,"37/71, Mallick Path",Dubhar,retail,
939,Kala Nagarajan,9952818991,"808, Mall Zila",Kotwali,painter,
940,Krishna Parmar,9888448988,"766
Kata Ganj",Civil Lines,retail,
941,Dalaja Krishna,9204281005,"H.No. 046
Goda Street",Dubhar,painter,
942,Chatura Dhingra,9664994379,"51/44, Barad Nagar",Rasra Road,retail,
943,Jagdish Kalita,9699299989,"48/19
Sachdeva Street",Sikandarpur,contractor,
944,Janani Kala,9592547487,"12/863, Kala",Sikta Mohalla,retail,
945,Ishaan Krishna,9293699305,"29/921
Baria Chowk",Rasra Road,retail,
946,Irya Koshy,9744154611,"808, Subramaniam Street",Gai Ghat,retail,
947,Sanya Vala,9448594692,"H.No. 14, Mall Marg",Dubhar,contractor,
948,Nikita Bhattacharyya,9447302779,"H.No. 924
Mitter Marg",Civil Lines,painter,
949,Oeshi Kanda,9690814307,"H.No. 81
Palla Road",Reoti,retail,
950,Kamya Raja,9526372,"65/67, Chaudhary Chowk",Sikandarpur,retail,
