customer_id,name,phone,address,area,customer_type,first_purchase_date,is_valid_phone,clv,purchase_frequency,recency,avg_basket_size,customer_segment,repeat_customer_flag
375,Abeer Jain,9454617185,"29/128
Ratta Chowk",Gai Ghat,retail,2023-11-26,1,21939.75,7.0,33,15326.198714285714,Loyal Customers,1
376,Kalpit Kapoor,9878016905,Not Provided,Dubhar,retail,2023-12-31,1,9572.789999999999,8.0,91,10574.6225875,Loyal Customers,1
377,Urmi Misra,9747382,"H.No. 093, Badami Nagar",Sikandarpur,contractor,2023-05-16,0,5386.44,4.0,101,8076.335,Need Attention,1
378,Ikshita Brar,9700061135,"33
Salvi Street",Gai Ghat,contractor,2023-04-15,1,5326.62,4.0,407,8901.19,Lost,1
379,Jeevika Butala,9116464447,"H.No. 08
Sampath Circle",Sikta Mohalla,retail,2023-04-15,1,8566.49,10.0,284,5470.522940000001,Promising,1
380,Darsh Mall,9909956465,"H.No. 10, Banik Road",Sikandarpur,contractor,2023-05-09,1,11897.34,15.0,128,5607.813626666667,Champions,1
381,Sneha Nagi,9525880424,"466
Bakshi Nagar",Kotwali,contractor,2023-05-21,1,10803.66,6.0,226,9661.599733333333,Promising,1
382,Warjas Goyal,9673002461,"17/51, Date Road",Gai Ghat,retail,2023-05-27,1,9638.73,4.0,479,11523.792275,Lost,1
383,Indira Thaker,9633947427,"H.No. 92, Murty Chowk",Reoti,retail,2023-07-25,1,5767.0,7.0,234,10262.457928571428,Promising,1
384,Jagrati Khurana,9443847870,"H.No. 60
Shan Circle",Dubhar,contractor,2024-01-10,1,7696.07,5.0,161,9707.346000000001,Need Attention,1
385,Rajeshri Kurian,9337591250,Not Provided,Bansdih,retail,2023-09-27,1,6027.54,4.0,44,10239.384624999999,Promising,1
386,Balhaar Srivastava,9721849977,"061, Madan",Civil Lines,painter,2023-11-11,1,17744.0,7.0,169,16130.108000000002,Loyal Customers,1
387,Chakradhar Agrawal,9711806831,"24/34, Raval Path",Gai Ghat,retail,2023-05-07,1,12395.720000000001,9.0,222,8788.88271111111,Loyal Customers,1
388,Madhav Deol,9982177625,"H.No. 522, Mitra Circle",Reoti,retail,2023-11-19,1,6371.45,6.0,131,6313.6033333333335,Promising,1
389,Aarnav Balay,9886808192,"H.No. 32
Chanda Ganj",Bansdih,retail,2023-06-03,1,3456.39,6.0,233,4891.016666666666,Need Attention,1
390,Qushi Karan,9682115008,"H.No. 72, Sinha Chowk",Bansdih,retail,2023-05-08,1,14628.42,6.0,47,11814.428249999999,Loyal Customers,1
391,Jeremiah Balasubramanian,9179811669,"42, Hora Circle",Mau Bazar,retail,2023-05-05,1,4580.89,4.0,381,8890.8675,Lost,1
392,Jeet Ravi,9777210736,"627, Chowdhury Marg",Mau Bazar,retail,2023-05-02,1,6759.37,5.0,473,10904.90116,Need Attention,1
393,Urishilla Bala,9589636644,"774, Nath Street",Sikandarpur,retail,2023-12-15,1,9488.51,8.0,90,10561.6039875,Loyal Customers,1
394,Nimrat Nagarajan,9807901168,Not Provided,Bansdih,painter,2023-11-27,1,10590.44,8.0,474,9485.8942375,Promising,1
395,Daniel Barad,9117959560,"88/50, Gala Path",Kotwali,retail,2023-04-06,1,24579.28,10.0,145,13191.91188,Loyal Customers,1
396,Devika Devi,9973120912,"58/98, Kamdar Marg",Rasra Road,retail,2023-09-25,1,4133.28,4.0,764,5926.7395,Lost,1
397,Girish Seth,9203416251,"14/820
Bobal Ganj",Sikandarpur,retail,2024-03-30,1,7087.09,4.0,208,12111.938799999998,Need Attention,1
398,Vasatika Jayaraman,9975329786,"12
Mohanty Ganj",Sikta Mohalla,retail,2023-10-15,1,4504.55,5.0,199,5589.204,Lost,1
399,Advay Mukhopadhyay,9535968611,"H.No. 279
Vasa Street",Civil Lines,retail,2024-09-27,1,2895.01,2.0,466,17650.6802,Lost,1
400,Widisha Saxena,9989124880,"H.No. 60
Natt Path",Mau Bazar,retail,2024-05-04,1,1566.9699999999998,4.0,262,4223.245,Lost,1
401,Tanish Sane,9507231644,"81/767
Raj Street",Mau Bazar,retail,2023-05-14,1,4483.66,7.0,22,3405.6228571428574,Promising,1
402,Lila Gaba,9188783547,"41
Chowdhury Ganj",Gai Ghat,contractor,2023-07-11,1,4165.69,8.0,76,5073.8849375,Loyal Customers,1
403,Naveen Barad,9202393989,"84/455, Kanda Chowk",Civil Lines,contractor,2024-05-01,1,1154.5,4.0,165,1673.6000000000001,Lost,1
404,Patrick Bansal,9843338269,"H.No. 819, Batta Circle",Mau Bazar,retail,2023-07-05,1,6121.11,8.0,103,5440.2897625000005,Promising,1
405,Isaiah Bose,9834899763,"H.No. 89, Chowdhury",Sikandarpur,painter,2023-05-13,1,6013.45,8.0,11,5618.9868750000005,Loyal Customers,1
406,Keya Rastogi,9292580427,"259, Goel Chowk",Civil Lines,contractor,2023-04-01,1,29740.010000000002,12.0,73,12548.787136363635,Champions,1
407,Sachi Pingle,9907727084,"H.No. 39
Chahal Chowk",Sikta Mohalla,contractor,2024-08-08,1,8546.31,4.0,47,12626.66425,Promising,1
408,Udyati Raval,9705545509,"99/62
Kapoor Road",Dubhar,retail,2024-10-19,1,1625.0100000000002,4.0,238,8128.8866,Lost,1
409,Jeremiah Contractor,9894295332,"30, Kapoor Nagar",Sikta Mohalla,retail,2023-07-24,1,22557.29,12.0,35,11369.830699999999,Champions,1
410,Udyati Sachdeva,9471363809,"H.No. 005, Baral Road",Sikta Mohalla,retail,2024-07-08,1,5591.83,11.0,121,6939.2391181818175,Champions,1
411,Yagnesh Vyas,9925713533,"947, Narula Street",Gai Ghat,retail,2023-04-22,1,31369.03,11.0,127,5376.858955555555,Champions,1
412,Imaran Mody,9393482659,"24, Vaidya",Civil Lines,retail,2023-07-04,1,9297.060000000001,8.0,53,7548.5049375,Loyal Customers,1
413,Qushi Sharma,9503111666,"H.No. 889, Kannan Chowk",Dubhar,retail,2023-04-19,1,19149.75,6.0,330,7009.2167,Promising,1
414,Sachi Sani,9764233758,"H.No. 99
Bakshi Nagar",Sikta Mohalla,retail,2023-06-24,1,17584.37,8.0,40,12612.670025,Champions,1
415,Neelima Chhabra,9265593497,"H.No. 518
Kakar",Rasra Road,retail,2023-05-24,1,15865.54,10.0,48,7890.32972,Champions,1
416,Thomas Bhargava,9440030663,"267
Chokshi Street",Kotwali,contractor,2023-09-01,1,21148.239999999998,10.0,39,4553.686566666667,Champions,1
417,Sachi Banik,9917489574,"306, Sehgal",Rasra Road,retail,2023-06-03,1,2589.0699999999997,9.0,15,2016.6701222222223,Loyal Customers,1
418,David Tripathi,9698058121,"27
Swaminathan Marg",Mau Bazar,retail,2023-08-24,1,3099.75,8.0,232,6135.67,Promising,1
419,Aadi Bail,9695088987,"34/340
Dugal Ganj",Gai Ghat,retail,2023-11-02,1,2854.71,2.0,216,10601.2515,Lost,1
420,Tara Krish,9113250637,"951, Soman Ganj",Sikta Mohalla,painter,2023-10-17,1,3811.5299999999997,6.0,54,3533.50915,Promising,1
421,Damini Lad,9700797791,"H.No. 388
Agarwal Ganj",Sikandarpur,contractor,2023-04-28,1,17711.07,10.0,160,8746.7776,Loyal Customers,1
422,Henry Gade,9835852444,"H.No. 470, Boase Circle",Kotwali,retail,2024-03-23,1,10811.07,9.0,9,6875.726266666667,Champions,1
423,Girindra Pandey,9256696327,"H.No. 38, Bose",Dubhar,retail,2023-04-25,1,1096.18,5.0,150,3178.1162,Lost,1
424,Frederick Narain,9940381893,"23/44, Menon Nagar",Civil Lines,retail,2023-11-29,1,2028.6799999999998,5.0,43,2883.6303,Need Attention,1
425,Ansh Rao,9632363811,"16, Bail Marg",Sikta Mohalla,contractor,2024-04-05,1,961.76,6.0,25,8653.944933333334,Loyal Customers,1
426,Arya Gara,9107266407,"72/578
Gokhale Nagar",Sikandarpur,retail,2023-04-29,1,23486.59,14.0,63,5678.541615384615,Champions,1
427,Yadavi Dyal,9453842723,"00/175, Tara Road",Sikandarpur,retail,2023-11-14,1,16288.029999999999,7.0,183,6454.471616666667,Loyal Customers,1
428,Zaid Gola,9444311586,"H.No. 865
Basu",Reoti,retail,2023-04-24,1,29767.1,7.0,568,12250.77938,Promising,1
429,Lopa Bath,9527606494,"72, Oza Ganj",Reoti,retail,2023-09-28,1,16523.88,12.0,60,7181.176333333333,Champions,1
430,Ekiya Bala,9939638591,"11, Sandhu Road",Dubhar,painter,2024-06-05,1,6117.36,3.0,28,11235.623333333335,Promising,1
431,Gayathri Dubey,9705429879,"76, Rege",Rasra Road,retail,2023-04-01,1,7373.150000000001,7.0,234,5344.602214285714,Need Attention,1
432,Hiral Ramakrishnan,969066447,"65, Master Nagar",Civil Lines,contractor,2023-05-09,0,8726.4,3.0,59,13272.941499999999,Promising,1
433,Janani Dani,9412814503,Not Provided,Dubhar,retail,2023-10-25,1,25292.15,12.0,107,11634.333958333335,Champions,1
434,Raksha Sarna,9249442440,"282
Sandhu Marg",Rasra Road,contractor,2023-05-15,1,10164.67,8.0,220,7895.193,Promising,1
435,Gautam Sood,9947264726,"44/382
Brahmbhatt Zila",Sikandarpur,contractor,2024-02-25,1,9599.66,9.0,69,6477.518711111112,Loyal Customers,1
436,Xiti Choudhury,9530361198,"73/46
Patla Ganj",Dubhar,retail,2023-04-17,1,4782.69,6.0,453,3952.0750000000003,Lost,1
437,Frederick Bawa,9949030118,"57/590
Venkatesh Zila",Bansdih,retail,2023-11-25,1,13223.720000000001,8.0,52,8411.412725,Loyal Customers,1
438,Yashica Vaidya,9191248659,"H.No. 652
Pall Path",Gai Ghat,contractor,2023-12-09,1,9842.77,3.0,794,14625.956666666667,Lost,1
439,Chatura Kaul,975785789,"23/494, Chawla Circle",Dubhar,retail,2023-11-23,0,4052.32,4.0,593,7945.9408,Lost,1
440,Janaki Mall,9456049246,"H.No. 599, Oak Chowk",Mau Bazar,painter,2024-09-14,1,8696.05,7.0,104,7231.292871428572,Promising,1
441,Anamika Dewan,9338371847,"H.No. 089, Deo Road",Sikandarpur,retail,2023-04-02,1,11175.09,8.0,6,11225.021075,Champions,1
442,Lopa Dara,9337331022,"19
Sur Circle",Sikandarpur,contractor,2023-09-02,1,11009.14,8.0,29,9594.3957,Champions,1
443,Faqid Kaul,9261861139,Not Provided,Sikta Mohalla,contractor,2023-06-01,1,14831.28,7.0,141,13574.052642857143,Loyal Customers,1
444,Aarnav Prabhakar,9192185888,"H.No. 97, Dhaliwal Road",Rasra Road,retail,2024-04-05,1,7603.86,4.0,547,10363.902250000001,Lost,1
445,Forum Karpe,9468365044,"855, Bajwa Path",Reoti,retail,2023-06-27,1,15296.67,9.0,45,9378.831811111111,Champions,1
446,Jeet Manne,9204821934,"08/28, Iyengar Marg",Gai Ghat,retail,2023-05-29,1,17776.57,17.0,22,8753.135835294117,Champions,1
447,Siddharth Contractor,9147978060,"59/17
Vora Path",Gai Ghat,retail,2023-09-30,1,37330.89,11.0,56,11107.612700000001,Champions,1
448,Mugdha Gade,9827072823,"07/146
Dhingra Nagar",Civil Lines,contractor,2023-05-24,1,19883.81,6.0,237,9452.91064,Loyal Customers,1
449,Bina Mallick,9692609167,"H.No. 176
Kakar Zila",Reoti,retail,2023-08-21,1,21238.26,10.0,48,11647.46075,Champions,1
450,Hritik Basu,9534916368,"77, Chand Circle",Dubhar,retail,2025-02-24,1,13705.83,7.0,81,12787.140385714287,Loyal Customers,1
451,Christopher Nori,9891764728,"38/03, Malhotra Road",Sikandarpur,retail,2023-07-20,1,3427.62,5.0,75,6113.89172,Need Attention,1
452,Quincy Nadkarni,9104778194,"61/25
Saha Zila",Sikta Mohalla,retail,2023-10-09,1,3067.66,3.0,37,7590.3992,Promising,1
453,Kashish Pall,9958459117,"H.No. 55, Char Nagar",Gai Ghat,contractor,2023-04-11,1,17597.68,6.0,49,9837.514899999998,Loyal Customers,1
454,Ekiya Pant,9381699808,"40/43, Walla Road",Gai Ghat,retail,2023-05-10,1,7009.89,6.0,65,7021.967583333334,Promising,1
455,Nidhi Pillay,9756387421,"76/58
Barad Ganj",Gai Ghat,contractor,2023-10-27,1,4812.799999999999,9.0,178,8188.062966666666,Loyal Customers,1
456,Samuel Bir,9762888128,"223
Mistry",Kotwali,painter,2024-05-29,1,20144.79,10.0,46,7301.683633333334,Champions,1
457,Gavin Lanka,9733688460,"940, Muni Street",Sikta Mohalla,painter,2023-05-21,1,22894.36,8.0,39,9682.290714285715,Champions,1
458,Devansh Date,9225572934,"H.No. 94
Sandal Nagar",Bansdih,retail,2023-11-10,1,1268.0900000000001,7.0,254,7442.6399142857135,Need Attention,1
459,Watika Shankar,9740407346,"67/25
Prasad",Rasra Road,retail,2024-01-24,1,6413.14,5.0,266,8228.1542,Lost,1
460,Falan Vora,9677006598,"096, Lanka Ganj",Rasra Road,retail,2023-11-19,1,6238.43,5.0,138,7982.401599999999,Need Attention,1
461,Vasana Sarraf,9625749126,"H.No. 142
Mitra Ganj",Reoti,contractor,2023-04-21,1,3154.52,8.0,68,7983.71815,Loyal Customers,1
462,Chandran Nath,9485515372,"H.No. 119, Ravel Ganj",Civil Lines,contractor,2023-10-21,1,3665.7599999999998,6.0,144,4656.818333333334,Need Attention,1
463,Chanakya Char,9702994164,"64/123, Dey Ganj",Reoti,painter,2023-11-25,1,9114.27,5.0,13,8846.38248,Promising,1
464,Kritika Kashyap,9576582183,"12/711
Babu Road",Mau Bazar,retail,2023-05-25,1,12725.58,11.0,49,7562.256527272728,Champions,1
465,Chasmum Handa,9336791759,"78/13, Subramanian",Bansdih,contractor,2023-11-01,1,4681.05,5.0,267,6301.27248,Lost,1
466,Jagat Wali,9938313402,"337, Gopal Ganj",Reoti,retail,2023-04-01,1,22878.09,12.0,45,9449.713808333334,Champions,1
467,Nitesh Kanda,9221559383,"38/16
Naidu Circle",Bansdih,retail,2024-02-20,1,11768.88,4.0,392,15477.3015,Need Attention,1
468,Oni Subramaniam,9493914829,"H.No. 094
Keer Chowk",Reoti,painter,2023-04-26,1,7380.849999999999,4.0,76,12190.858,Promising,1
469,Patrick Kanda,9556506372,"112
Om",Civil Lines,retail,2024-03-19,1,16692.65,8.0,91,15755.1305,Loyal Customers,1
470,Odika Pillai,9134607126,"33/896, Loyal Street",Sikta Mohalla,retail,2023-04-22,1,4664.8,6.0,612,5200.5363333333335,Lost,1
471,Harinakshi Dhingra,9226042285,"H.No. 10, Sidhu Path",Sikandarpur,retail,2024-11-14,1,571.74,3.0,500,2577.2933333333335,Lost,1
472,Radha Issac,9755263618,"H.No. 208, Mital Road",Rasra Road,painter,2023-05-04,1,3046.67,9.0,242,7934.716888888889,Loyal Customers,1
473,Benjamin Mitra,9973521043,Not Provided,Gai Ghat,contractor,2024-03-14,1,10324.43,7.0,20,10012.777142857143,Loyal Customers,1
474,Nikita Balan,9740871060,"54/65
Dhar Road",Kotwali,retail,2023-08-19,1,4952.2300000000005,4.0,388,12755.015825,Lost,1
475,Theodore Setty,9387057426,"944, Sarraf Road",Sikta Mohalla,retail,2023-10-29,1,12518.89,9.0,101,8936.4812,Loyal Customers,1
476,Gautami Bhatti,9905407446,"47/02
Muni Zila",Kotwali,retail,2024-12-25,1,1248.3899999999999,3.0,429,3992.516933333333,Lost,1
477,Kashvi Sachdev,9236245128,"46/417
Barad Nagar",Rasra Road,painter,2023-04-22,1,8948.07,5.0,476,11841.6123,Need Attention,1
478,Bakhshi Khanna,9989575564,"00/87
Minhas Marg",Dubhar,contractor,2023-05-26,1,19837.66,8.0,100,13009.441,Loyal Customers,1
479,Ryan Chadha,9720005941,"98/55, Sethi Marg",Dubhar,retail,2024-10-09,1,1779.56,4.0,157,5196.146925,Lost,1
480,Aarush Venkatesh,9780352629,"89/88, Kala Zila",Dubhar,retail,2023-04-10,1,12172.08,8.0,29,8473.530462499999,Loyal Customers,1
481,Deepa Palla,9398742558,"97
Gour Ganj",Reoti,retail,2024-06-21,1,7384.0199999999995,8.0,89,11434.963725,Loyal Customers,1
482,Yachana Hayre,9451424185,"36, Babu Marg",Sikta Mohalla,painter,2023-04-15,1,14612.74,8.0,245,9188.9507125,Promising,1
483,William Solanki,9592256138,"77/84
Prakash Chowk",Sikta Mohalla,contractor,2023-05-01,1,11504.35,12.0,116,6098.569241666667,Loyal Customers,1
484,Arya Sabharwal,9527044165,"58, Kumar Street",Civil Lines,contractor,2023-04-27,1,7196.99,9.0,242,6146.193611111111,Loyal Customers,1
485,Hiral Pau,9446673808,"H.No. 24
Kuruvilla Circle",Sikandarpur,retail,2023-05-14,1,15553.63,8.0,38,5948.086485714286,Champions,1
486,Harini Gaba,9621127607,"H.No. 800
Merchant Path",Mau Bazar,retail,2023-05-30,1,9112.140000000001,10.0,251,6130.888199999999,Promising,1
487,Chavvi Bawa,9772355141,"70/988
Bath Marg",Sikta Mohalla,retail,2023-08-07,1,5409.85,4.0,468,8776.60335,Lost,1
488,Ekalinga Sathe,9269633510,Not Provided,Dubhar,painter,2023-12-27,1,9592.54,5.0,406,10149.01772,Lost,1
489,Turvi Rau,9839369897,"26, Chandran Marg",Kotwali,retail,2023-05-04,1,19976.98,10.0,16,6228.16951111111,Champions,1
490,Oliver Barad,9394226159,"45, Sandal Chowk",Sikta Mohalla,retail,2023-10-06,1,20713.0,7.0,299,8157.7075,Promising,1
491,Yashawini Bhasin,9796763109,"570, Dada Road",Kotwali,retail,2023-04-13,1,10407.98,10.0,324,9511.62534,Loyal Customers,1
492,Warjas Dewan,9910924352,"H.No. 061
Sachdev",Sikta Mohalla,contractor,2023-05-17,1,10882.23,7.0,229,9490.547428571428,Promising,1
493,Gaurang Sheth,9611967311,"39/908, Tella Path",Bansdih,retail,2023-08-03,1,20616.68,5.0,186,10748.2645,Promising,1
494,Vidhi Basak,91099717,"86/92
Anne Zila",Dubhar,contractor,2024-01-18,0,16582.87,7.0,86,12707.6384,Loyal Customers,1
495,Logan Palla,9345829826,"52, Wadhwa Zila",Sikta Mohalla,retail,2023-04-05,1,16016.230000000001,7.0,58,13432.1573,Loyal Customers,1
496,Ethan Ramakrishnan,9494666352,"035, Shankar Zila",Rasra Road,retail,2023-04-07,1,10117.37,13.0,32,7216.346915384615,Champions,1
497,Chandresh Nagi,9827070406,"H.No. 603, Bora Road",Mau Bazar,contractor,2023-07-22,1,5485.91,8.0,141,5094.0699875,Promising,1
498,Ranbir Boase,9276218805,"02/37
Bobal Ganj",Rasra Road,contractor,2023-05-19,1,9938.04,11.0,97,5712.037354545455,Loyal Customers,1
499,Oni Ray,9761506578,"577
Kara Marg",Sikta Mohalla,painter,2023-04-26,1,15954.64,10.0,39,9173.4602,Champions,1
500,Wridesh Wadhwa,9250337960,"H.No. 27, Dutta Marg",Dubhar,painter,2023-04-03,1,30414.36,15.0,18,14317.4219,Champions,1
501,Chasmum Chakrabarti,9561052655,"61/59, Bedi Circle",Kotwali,retail,2023-05-18,1,6736.97,8.0,80,7159.9882,Loyal Customers,1
502,Jai Sahota,9366467312,"H.No. 229
Natt Chowk",Sikandarpur,contractor,2023-04-17,1,15791.48,7.0,176,10813.416642857144,Promising,1
503,Dakshesh Mukherjee,984139304,"H.No. 14
Bir Zila",Civil Lines,retail,2023-05-15,0,6981.7300000000005,9.0,31,4827.8333555555555,Loyal Customers,1
504,Arin Khalsa,9647095694,"39, Dugar Path",Mau Bazar,retail,2023-04-25,1,17095.55,8.0,42,12756.2019375,Champions,1
505,Yutika Shere,9952312670,"68
Shere Chowk",Sikta Mohalla,contractor,2023-06-19,1,10527.14,12.0,49,4410.955925,Champions,1
506,Rehaan Bhatnagar,9785135687,"83/66
Srivastava Ganj",Mau Bazar,retail,2023-11-10,1,1740.85,6.0,48,2396.7474333333334,Promising,1
507,Ekani Badal,9439809925,"H.No. 21
Shere Chowk",Sikandarpur,painter,2023-05-05,1,20948.89,13.0,19,9300.3377,Champions,1
508,Vrishti Atwal,9686645526,"26
Sodhi Circle",Sikta Mohalla,retail,2023-05-12,1,11183.0,7.0,132,7683.648428571428,Promising,1
509,Laban Borra,9172512,Not Provided,Mau Bazar,retail,2023-07-02,0,11834.78,7.0,23,8457.658857142857,Loyal Customers,1
510,Jyoti Mann,9527322429,"11, Kari Circle",Bansdih,painter,2024-04-24,1,7882.29,8.0,0,7647.560925,Loyal Customers,1
511,Rohan Mital,9531942087,"16, Bose Chowk",Sikandarpur,retail,2023-04-05,1,10813.36,5.0,103,11407.530999999999,Promising,1
512,Sarthak Kapur,9189761677,"72/744, Sridhar Chowk",Civil Lines,retail,2023-05-17,1,10644.56,9.0,228,6415.191444444445,Loyal Customers,1
513,Jeevika Dani,9266834924,"H.No. 52
Basak",Sikta Mohalla,painter,2023-04-11,1,7278.4,5.0,148,6851.1785,Lost,1
514,Dominic Minhas,9569747059,"19
Basu Marg",Mau Bazar,retail,2024-05-11,1,1332.1,2.0,504,5287.053,Lost,1
515,Balendra Bedi,9566523205,"69/937
Sant Nagar",Mau Bazar,retail,2023-12-26,1,16269.77,12.0,49,9501.784966666666,Champions,1
516,Yashica Krishnan,9896387342,"72/09
Sunder Road",Mau Bazar,retail,2024-01-17,1,812.8900000000001,6.0,238,1135.3196666666665,Need Attention,1
517,Jeremiah Bhagat,98532294,"803
Muni Circle",Bansdih,contractor,2023-04-28,0,6416.67,1.0,1159,35721.310999999994,Lost,0
518,Upadhriti Ranganathan,9983160026,"H.No. 71, Kulkarni Marg",Rasra Road,retail,2023-09-06,1,4956.24,6.0,133,7436.359966666667,Promising,1
519,Madhav Palla,9388583671,"751
Sarkar Ganj",Mau Bazar,contractor,2023-05-26,1,19436.39,15.0,53,8461.115206666665,Champions,1
520,Omaja Badami,9560983746,Not Provided,Sikandarpur,retail,2023-04-26,1,6747.91,6.0,94,7820.7089166666665,Promising,1
521,Chaitaly Singh,9632734398,"H.No. 004
Wable Path",Reoti,contractor,2024-03-24,1,5691.01,4.0,268,6236.63,Lost,1
522,Nitara Sridhar,9279187532,"937, Kota Circle",Sikta Mohalla,painter,2023-05-29,1,5001.59,6.0,452,7646.636333333333,Need Attention,1
523,Jairaj Yogi,9823831302,"89/277, Lala Nagar",Bansdih,painter,2023-12-30,1,10995.57,10.0,44,7237.1886700000005,Loyal Customers,1
524,Mohini Merchant,9113194223,"155, Basu",Dubhar,retail,2023-09-11,1,10534.4,7.0,104,7387.0380000000005,Promising,1
525,Aarini Majumdar,9292157835,"H.No. 741
Walla Street",Bansdih,painter,2023-04-17,1,19098.440000000002,13.0,82,11016.150753846156,Champions,1
526,Azaan Mani,9866673993,"29, Devi Nagar",Gai Ghat,painter,2023-12-16,1,6360.2300000000005,6.0,204,7703.1519,Need Attention,1
527,Chandran Panchal,9873403266,"84
Khatri Ganj",Sikandarpur,retail,2023-10-01,1,4592.820000000001,6.0,236,8472.367833333334,Need Attention,1
528,Anita Bhasin,9639062353,Not Provided,Civil Lines,retail,2023-12-21,1,8029.41,8.0,126,7753.403574999999,Loyal Customers,1
529,Mugdha Shenoy,9149315449,Not Provided,Reoti,painter,2024-01-04,1,3177.12,4.0,78,3797.06075,Need Attention,1
530,Chaman Patel,9930568802,"56/88, Singhal Zila",Bansdih,painter,2023-04-29,1,16886.04,2.0,248,15423.154999999999,Promising,1
531,Harsh Rastogi,9496124146,"885, Kala Nagar",Kotwali,retail,2024-06-17,1,5160.12,7.0,27,10571.434142857144,Loyal Customers,1
532,Radha Sankar,9360472583,"H.No. 60, Grewal Ganj",Reoti,contractor,2023-04-29,1,5532.46,7.0,247,5061.1605,Need Attention,1
533,Jason Nigam,9933101205,"392, Merchant Chowk",Civil Lines,painter,2023-05-11,1,1296.33,4.0,373,4385.854375,Lost,1
534,Manbir Ramakrishnan,954027292,"14/84
Dube Chowk",Mau Bazar,retail,2023-09-20,0,19535.64,11.0,287,6008.8236400000005,Loyal Customers,1
535,Neel Dutt,9101569849,"H.No. 866
Chauhan Chowk",Kotwali,painter,2023-06-17,1,12973.69,9.0,5,7526.473688888889,Champions,1
536,Hemang Vohra,9355730504,"44/98
Rajan Road",Rasra Road,retail,2023-04-01,1,2822.14,8.0,196,5792.1249375,Promising,1
537,Aadhya Badal,9199886,"29/330
Chaudhry Chowk",Bansdih,contractor,2023-07-08,0,4683.04,7.0,13,4703.773371428571,Promising,1
538,Arin Sethi,9499960213,"72/549
Mahajan Chowk",Sikandarpur,retail,2023-04-18,1,4496.93,13.0,91,9026.130346153846,Champions,1
539,Jatin Seth,9243359401,"55/543, Samra Nagar",Sikandarpur,retail,2023-11-19,1,5263.79,10.0,59,5229.2597000000005,Loyal Customers,1
540,Harrison Mallick,9567059305,"47/487
Wagle Street",Kotwali,contractor,2024-01-06,1,27381.55,9.0,155,9092.722975,Loyal Customers,1
541,Balveer Nayak,9438238241,"H.No. 797, Kashyap Chowk",Gai Ghat,retail,2024-03-16,1,8385.15,10.0,81,7363.55049,Loyal Customers,1
542,Veda Ravi,9392010397,"41, Arora Road",Rasra Road,retail,2023-06-16,1,7280.66,8.0,80,5117.405875,Loyal Customers,1
543,Warjas Ghosh,9727825475,"58, Pau Circle",Reoti,contractor,2023-04-15,1,14324.06,7.0,384,14404.505485714284,Promising,1
544,Brijesh Mitra,9536489528,"23/105, Murty Street",Civil Lines,retail,2023-05-24,1,7678.77,12.0,7,3742.9604416666666,Champions,1
545,Januja Kale,9597514616,"H.No. 319
Pant Circle",Rasra Road,retail,2023-12-06,1,2887.65,4.0,66,5378.760375,Need Attention,1
546,Darsh Sen,9426648350,"50/182, Shan Road",Mau Bazar,painter,2023-05-21,1,8442.75,6.0,70,8772.733016666667,Loyal Customers,1
547,Hamsini Lall,9451965766,"H.No. 99
Dhaliwal Path",Gai Ghat,retail,2023-04-29,1,6036.96,8.0,59,6840.448875,Loyal Customers,1
548,Shravya Konda,9152560325,"073
Bhargava Marg",Rasra Road,retail,2023-08-30,1,3554.46,6.0,217,3884.020233333333,Need Attention,1
549,Eta Roy,9534212844,"45
Subramaniam Ganj",Bansdih,retail,2024-04-03,1,3401.2000000000003,4.0,164,7036.1153,Lost,1
550,Siddharth Sidhu,9596115163,"89
Khurana Chowk",Sikta Mohalla,retail,2023-05-08,1,20837.59,10.0,56,11072.13506,Champions,1
551,Vivaan Randhawa,9938549404,"10/042
Dugar Chowk",Dubhar,retail,2023-04-27,1,4388.8,8.0,79,6541.2964,Loyal Customers,1
552,Manthan Batra,9776776838,"H.No. 37, Subramaniam Ganj",Sikandarpur,retail,2023-05-02,1,6005.3099999999995,6.0,110,10096.579166666666,Promising,1
553,Zansi Prasad,9972680546,"47/23
Batta Marg",Civil Lines,retail,2023-04-29,1,10052.02,11.0,76,10062.289954545455,Champions,1
554,Ranveer Dua,9576130756,"H.No. 01
Nagi Street",Gai Ghat,painter,2023-05-18,1,7359.860000000001,8.0,229,4851.349999999999,Promising,1
555,Dominic Biswas,9594989531,"818
Guha Marg",Dubhar,retail,2023-10-06,1,8439.51,9.0,9,5596.176911111111,Loyal Customers,1
556,Oscar Parekh,9524126612,"H.No. 683
Sinha Street",Dubhar,painter,2023-05-07,1,17924.02,11.0,100,8099.914690909091,Champions,1
557,Jagat Pant,9330549659,"35/631
Chauhan Street",Reoti,retail,2023-04-13,1,19863.64,12.0,42,8522.673291666668,Champions,1
558,Onveer Chokshi,9137204552,"119
Balay Zila",Kotwali,painter,2023-05-18,1,1389.11,6.0,249,2255.1544666666664,Lost,1
559,Indrajit Patla,9691297450,"91/68
Krishna Zila",Dubhar,retail,2023-08-21,1,8898.710000000001,9.0,313,5232.743233333334,Promising,1
560,Rajeshri Cherian,9314166184,"421, Khatri Nagar",Civil Lines,retail,2023-05-07,1,21935.85,9.0,254,12656.958166666667,Loyal Customers,1
561,Nilima Koshy,9961321417,Not Provided,Dubhar,contractor,2023-05-08,1,15639.91,11.0,258,10569.121527272728,Loyal Customers,1
